KURS ÅšREDNI;1 USD;1 EUR;1 AUD;1 ATS;100 BEF;1 CZK;1 DKK;1 EEK;1 FIM;1 FRF;100 GRD;100 ESP;1 NLG;1 IEP;100 JPY;1 CAD;100 LUF;1 NOK;100 PTE;1 DEM;1 CHF;1 SEK;100 HUF;1 GBP;100 ITL;1 XDR;NR TAB
27.04.2000;4,3060;3,9643;2,5337;0,2881;9,8272;0,1094;0,5317;0,2534;0,6667;0,6044;1,1797;2,3826;1,7989;5,0336;4,0506;2,9158;9,8272;0,4852;1,9774;2,0269;2,5211;0,4837;1,5352;6,7772;0,2047;5,7231;83/A/NBP/2000
28.04.2000;4,4234;4,0226;2,5983;0,2923;9,9718;0,1110;0,5396;0,2571;0,6766;0,6132;1,1972;2,4176;1,8254;5,1076;4,1573;2,9956;9,9718;0,4938;2,0065;2,0567;2,5592;0,4944;1,5572;6,9313;0,2077;5,8276;84/A/NBP/2000
2.05.2000;4,4548;4,0622;2,6088;0,2952;10,0699;0,1118;0,5449;0,2596;0,6832;0,6193;1,2081;2,4414;1,8433;5,1579;4,1032;3,0122;10,0699;0,4982;2,0262;2,0770;2,6004;0,4986;1,5731;6,9416;0,2098;5,8986;85/A/NBP/2000
4.05.2000;4,5440;4,0527;2,6777;0,2945;10,0464;0,1113;0,5438;0,2590;0,6816;0,6178;1,2058;2,4357;1,8390;5,1459;4,1534;3,0429;10,0464;0,5013;2,0215;2,0721;2,6251;0,5005;1,5688;7,0858;0,2093;5,9629;86/A/NBP/2000
5.05.2000;4,6342;4,1462;2,7489;0,3013;10,2782;0,1132;0,5564;0,2650;0,6973;0,6321;1,2324;2,4919;1,8815;5,2646;4,3046;3,0958;10,2782;0,5103;2,0681;2,1199;2,6737;0,5103;1,6048;7,1051;0,2141;6,0673;87/A/NBP/2000
8.05.2000;4,5833;4,1290;2,6896;0,3001;10,2355;0,1128;0,5540;0,2639;0,6944;0,6295;1,2278;2,4816;1,8737;5,2427;4,2139;3,0717;10,2355;0,5059;2,0595;2,1111;2,6612;0,5048;1,5982;7,0317;0,2132;6,0204;88/A/NBP/2000
9.05.2000;4,5197;4,0600;2,6306;0,2951;10,0645;0,1102;0,5447;0,2595;0,6828;0,6189;1,2077;2,4401;1,8423;5,1551;4,1393;3,0274;10,0645;0,4984;2,0251;2,0758;2,6230;0,4979;1,5712;6,9295;0,2097;5,9292;89/A/NBP/2000
10.05.2000;4,4124;4,0127;2,5776;0,2916;9,9472;0,1086;0,5384;0,2565;0,6749;0,6117;1,1933;2,4117;1,8209;5,0951;4,0327;2,9604;9,9472;0,4906;2,0015;2,0517;2,5774;0,4894;1,5532;6,7355;0,2072;5,8428;90/A/NBP/2000
11.05.2000;4,4932;4,0716;2,5957;0,2959;10,0932;0,1100;0,5462;0,2602;0,6848;0,6207;1,2106;2,4471;1,8476;5,1699;4,0910;3,0051;10,0932;0,4954;2,0309;2,0818;2,6161;0,4937;1,5754;6,7612;0,2103;5,8679;91/A/NBP/2000
12.05.2000;4,4600;4,0206;2,5765;0,2922;9,9668;0,1090;0,5392;0,2570;0,6762;0,6129;1,1953;2,4164;1,8245;5,1051;4,1075;2,9913;9,9668;0,4901;2,0055;2,0557;2,5832;0,4884;1,5549;6,7437;0,2076;5,8012;92/A/NBP/2000
15.05.2000;4,4413;4,0643;2,5565;0,2954;10,0751;0,1103;0,5448;0,2598;0,6836;0,6196;1,2081;2,4427;1,8443;5,1606;4,0667;2,9909;10,0751;0,4945;2,0273;2,0780;2,6087;0,4918;1,5687;6,7267;0,2099;5,8982;93/A/NBP/2000
16.05.2000;4,4086;3,9983;2,5392;0,2906;9,9115;0,1087;0,5360;0,2555;0,6725;0,6095;1,1881;2,4030;1,8143;5,0768;4,0409;2,9597;9,9115;0,4889;1,9943;2,0443;2,5742;0,4856;1,5439;6,6055;0,2065;5,7336;94/A/NBP/2000
17.05.2000;4,4581;3,9972;2,5525;0,2905;9,9088;0,1091;0,5359;0,2555;0,6723;0,6094;1,1876;2,4024;1,8139;5,0754;4,0752;2,9955;9,9088;0,4899;1,9938;2,0437;2,5816;0,4877;1,5445;6,6432;0,2064;5,7692;95/A/NBP/2000
18.05.2000;4,5321;4,0494;2,5753;0,2943;10,0382;0,1102;0,5428;0,2588;0,6811;0,6173;1,2026;2,4337;1,8375;5,1417;4,1505;3,0181;10,0382;0,4966;2,0198;2,0704;2,6082;0,4956;1,5640;6,7199;0,2091;5,9059;96/A/NBP/2000
19.05.2000;4,5163;4,0335;2,5882;0,2931;9,9988;0,1102;0,5409;0,2578;0,6784;0,6149;1,1980;2,4242;1,8303;5,1215;4,1930;3,0078;9,9988;0,4935;2,0119;2,0623;2,6000;0,4928;1,5566;6,6979;0,2083;5,8661;97A/NBP/2000
22.05.2000;4,4916;4,0424;2,5756;0,2938;10,0208;0,1111;0,5420;0,2584;0,6799;0,6163;1,2001;2,4295;1,8344;5,1328;4,2006;3,0064;10,0208;0,4935;2,0163;2,0668;2,6030;0,4891;1,5579;6,6761;0,2088;5,9296;98/A/NBP/2000
23.05.2000;4,5093;4,1147;2,5934;0,2990;10,2001;0,1130;0,5517;0,2630;0,6920;0,6273;1,2211;2,4730;1,8672;5,2246;4,2126;3,0023;10,2001;0,4976;2,0524;2,1038;2,6328;0,4936;1,5855;6,6597;0,2125;5,9836;99/A/NBP/2000
24.05.2000;4,4994;4,0870;2,5691;0,2970;10,1314;0,1123;0,5480;0,2612;0,6874;0,6231;1,2127;2,4563;1,8546;5,1894;4,2054;2,9843;10,1314;0,4937;2,0386;2,0896;2,6133;0,4910;1,5723;6,6245;0,2111;5,8865;100/A/NBP/2000
25.05.2000;4,5013;4,0586;2,5566;0,2949;10,0610;0,1117;0,5443;0,2594;0,6826;0,6187;1,2043;2,4393;1,8417;5,1534;4,1820;2,9764;10,0610;0,4917;2,0244;2,0751;2,6043;0,4885;1,5623;6,6398;0,2096;5,8473;101/A/NBP/2000
26.05.2000;4,5186;4,1392;2,5812;0,3008;10,2608;0,1141;0,5550;0,2645;0,6962;0,6310;1,2279;2,4877;1,8783;5,2557;4,2123;3,0077;10,2608;0,5002;2,0646;2,1163;2,6456;0,4958;1,5925;6,6761;0,2138;6,0272;102/A/NBP/2000
29.05.2000;4,4975;4,1773;2,5778;0,3036;10,3553;0,1150;0,5600;0,2670;0,7026;0,6368;1,2390;2,5106;1,8956;5,3041;4,2012;2,9943;10,3553;0,5019;2,0836;2,1358;2,6662;0,4957;1,6076;6,7019;0,2157;5,9954;103/A/NBP/2000
30.05.2000;4,4602;4,1797;2,5773;0,3038;10,3612;0,1150;0,5602;0,2671;0,7030;0,6372;1,2394;2,5121;1,8967;5,3071;4,1711;2,9723;10,3612;0,5013;2,0848;2,1370;2,6613;0,4964;1,6097;6,6865;0,2159;5,9989;104/A/NBP/2000
31.05.2000;4,3914;4,0894;2,5162;0,2972;10,1374;0,1132;0,5480;0,2614;0,6878;0,6234;1,2138;2,4578;1,8557;5,1925;4,0962;2,9181;10,1374;0,4921;2,0398;2,0909;2,6036;0,4894;1,5772;6,5683;0,2112;5,7883;105/A/NBP/2000
1.06.2000;4,3770;4,0832;2,5067;0,2967;10,1220;0,1131;0,5471;0,2610;0,6867;0,6225;1,2119;2,4541;1,8529;5,1846;4,0304;2,9294;10,1220;0,4903;2,0367;2,0877;2,5952;0,4879;1,5747;6,5363;0,2109;5,7937;106/A/NBP/2000
2.06.2000;4,3674;4,0891;2,4976;0,2972;10,1366;0,1132;0,5479;0,2613;0,6877;0,6234;1,2129;2,4576;1,8556;5,1921;4,0178;2,9315;10,1366;0,4929;2,0396;2,0907;2,6003;0,4901;1,5769;6,5426;0,2112;5,7752;107/A/NBP/2000
5.06.2000;4,3199;4,0799;2,5191;0,2965;10,1138;0,1134;0,5466;0,2608;0,6862;0,6220;1,2112;2,4521;1,8514;5,1804;4,0009;2,9244;10,1138;0,4924;2,0350;2,0860;2,5910;0,4895;1,5742;6,5211;0,2107;5,7515;108/A/NBP/2000
6.06.2000;4,3716;4,1447;2,5430;0,3012;10,2744;0,1152;0,5554;0,2649;0,6971;0,6319;1,2306;2,4910;1,8808;5,2627;4,0887;2,9673;10,2744;0,4999;2,0674;2,1192;2,6335;0,4978;1,5984;6,6283;0,2141;5,8242;109/A/NBP/2000
7.06.2000;4,3303;4,1471;2,5543;0,3014;10,2804;0,1148;0,5557;0,2650;0,6975;0,6322;1,2318;2,4925;1,8819;5,2657;4,1095;2,9369;10,2804;0,5014;2,0686;2,1204;2,6395;0,4980;1,5984;6,6095;0,2142;5,8073;110/A/NBP/2000
8.06.2000;4,3960;4,2177;2,5922;0,3065;10,4554;0,1164;0,5651;0,2696;0,7094;0,6430;1,2535;2,5349;1,9139;5,3554;4,1519;2,9697;10,4554;0,5091;2,1038;2,1565;2,6954;0,5065;1,6253;6,6704;0,2178;5,8995;111/A/NBP/2000
9.06.2000;4,4210;4,2266;2,5870;0,3072;10,4775;0,1172;0,5662;0,2701;0,7109;0,6443;1,2555;2,5402;1,9179;5,3667;4,1462;2,9919;10,4775;0,5090;2,1082;2,1610;2,6987;0,5064;1,6283;6,6818;0,2183;5,8392;112/A/NBP/2000
12.06.2000;4,4002;4,1978;2,5922;0,3051;10,4061;0,1166;0,5623;0,2683;0,7060;0,6400;1,2480;2,5229;1,9049;5,3301;4,1319;2,9863;10,4061;0,5050;2,0939;2,1463;2,6834;0,5046;1,6178;6,6363;0,2168;5,8873;113/A/NBP/2000
13.06.2000;4,3939;4,2064;2,6076;0,3057;10,4274;0,1166;0,5636;0,2688;0,7075;0,6413;1,2505;2,5281;1,9088;5,3410;4,1268;2,9802;10,4274;0,5077;2,0981;2,1507;2,6911;0,5066;1,6200;6,6557;0,2172;5,8776;114/A/NBP/2000
14.06.2000;4,3939;4,2298;2,6506;0,3074;10,4854;0,1175;0,5669;0,2703;0,7114;0,6448;1,2579;2,5422;1,9194;5,3707;4,1208;2,9944;10,4854;0,5116;2,1098;2,1627;2,7070;0,5125;1,6293;6,6184;0,2185;5,8849;115/A/NBP/2000
15.06.2000;4,3974;4,1966;2,6385;0,3050;10,4031;0,1164;0,5624;0,2682;0,7058;0,6398;1,2469;2,5222;1,9043;5,3286;4,1358;2,9916;10,4031;0,5099;2,0933;2,1457;2,6838;0,5098;1,6150;6,6125;0,2167;5,8085;116/A/NBP/2000
16.06.2000;4,4169;4,2079;2,6855;0,3058;10,4311;0,1163;0,5642;0,2689;0,7077;0,6415;1,2497;2,5290;1,9095;5,3429;4,1545;2,9918;10,4311;0,5111;2,0989;2,1515;2,6978;0,5088;1,6202;6,6792;0,2173;5,8834;117/A/NBP/2000
19.06.2000;4,3942;4,2389;2,6528;0,3081;10,5080;0,1176;0,5682;0,2709;0,7129;0,6462;1,2593;2,5476;1,9235;5,3823;4,1507;2,9956;10,5080;0,5120;2,1144;2,1673;2,7139;0,5100;1,6317;6,6508;0,2189;5,9110;118/A/NBP/2000
20.06.2000;4,3913;4,2068;2,6592;0,3057;10,4284;0,1168;0,5642;0,2689;0,7075;0,6413;1,2502;2,5283;1,9090;5,3415;4,1584;2,9931;10,4284;0,5103;2,0983;2,1509;2,6981;0,5087;1,6192;6,6458;0,2173;5,8371;119/A/NBP/2000
21.06.2000;4,4103;4,1975;2,6466;0,3050;10,4053;0,1163;0,5629;0,2683;0,7060;0,6399;1,2472;2,5227;1,9047;5,3297;4,1837;2,9976;10,4053;0,5106;2,0937;2,1461;2,7033;0,5092;1,6146;6,6749;0,2168;5,8682;120/A/NBP/2000
23.06.2000;4,4327;4,1549;2,6363;0,3019;10,2997;0,1156;0,5572;0,2655;0,6988;0,6334;1,2349;2,4971;1,8854;5,2756;4,2508;2,9996;10,2997;0,5074;2,0725;2,1244;2,6831;0,5016;1,5987;6,6638;0,2146;5,8674;121/A/NBP/2000
26.06.2000;4,4667;4,1578;2,6479;0,3022;10,3069;0,1160;0,5576;0,2657;0,6993;0,6339;1,2352;2,4989;1,8867;5,2793;4,2675;3,0047;10,3069;0,5081;2,0739;2,1258;2,6851;0,5017;1,5997;6,7094;0,2147;5,8776;122/A/NBP/2000
27.06.2000;4,4200;4,1578;2,6562;0,3022;10,3069;0,1160;0,5575;0,2657;0,6993;0,6339;1,2355;2,4989;1,8867;5,2793;4,1833;2,9815;10,3069;0,5073;2,0739;2,1258;2,6844;0,4967;1,5993;6,6281;0,2147;5,9079;123/A/NBP/2000
28.06.2000;4,4045;4,1571;2,6482;0,3021;10,3052;0,1165;0,5574;0,2657;0,6992;0,6337;1,2350;2,4985;1,8864;5,2784;4,1704;2,9766;10,3052;0,5067;2,0736;2,1255;2,6852;0,4953;1,5980;6,6312;0,2147;5,8705;124/A/NBP/2000
29.06.2000;4,3992;4,1590;2,6423;0,3022;10,3099;0,1159;0,5575;0,2658;0,6995;0,6340;1,2357;2,4996;1,8873;5,2808;4,2006;2,9733;10,3099;0,5083;2,0745;2,1265;2,6755;0,4947;1,5989;6,6683;0,2148;5,8706;125/A/NBP/2000
30.06.2000;4,3907;4,2075;2,6335;0,3058;10,4301;0,1180;0,5639;0,2689;0,7077;0,6414;1,2499;2,5288;1,9093;5,3424;4,1650;2,9610;10,4301;0,5138;2,0987;2,1513;2,6998;0,4994;1,6174;6,6406;0,2173;5,9166;126/A/NBP/2000
3.07.2000;4,3651;4,1533;2,6186;0,3018;10,2958;0,1165;0,5567;0,2654;0,6985;0,6332;1,2335;2,4962;1,8847;5,2736;4,1144;2,9508;10,2958;0,5092;2,0717;2,1235;2,6722;0,4959;1,5969;6,6199;0,2145;5,8122;127/A/NBP/2000
4.07.2000;4,3126;4,0900;2,5860;0,2972;10,1388;0,1145;0,5482;0,2614;0,6879;0,6235;1,2150;2,4581;1,8560;5,1932;4,0606;2,9107;10,1388;0,5004;2,0401;2,0912;2,6330;0,4882;1,5735;6,5257;0,2112;5,7236;128/A/NBP/2000
5.07.2000;4,3004;4,1064;2,5622;0,2984;10,1795;0,1149;0,5502;0,2624;0,6906;0,6260;1,2193;2,4680;1,8634;5,2141;4,0427;2,8896;10,1795;0,5017;2,0483;2,0996;2,6456;0,4891;1,5794;6,5124;0,2121;5,7465;129/A/NBP/2000
6.07.2000;4,3204;4,1379;2,5513;0,3007;10,2576;0,1158;0,5544;0,2645;0,6959;0,6308;1,2291;2,4869;1,8777;5,2540;4,0399;2,8993;10,2576;0,5048;2,0640;2,1157;2,6700;0,4898;1,5897;6,5225;0,2137;5,7835;130/A/NBP/2000
7.07.2000;4,3212;4,1088;2,5443;0,2986;10,1854;0,1152;0,5505;0,2626;0,6911;0,6264;1,2202;2,4694;1,8645;5,2171;4,0192;2,9128;10,1854;0,5023;2,0495;2,1008;2,6562;0,4872;1,5789;6,5141;0,2122;5,7342;131/A/NBP/2000
10.07.2000;4,3078;4,0999;2,5564;0,2980;10,1634;0,1151;0,5493;0,2620;0,6896;0,6250;1,2181;2,4641;1,8605;5,2058;4,0314;2,9082;10,1634;0,5029;2,0450;2,0962;2,6525;0,4854;1,5759;6,5405;0,2117;5,7415;132/A/NBP/2000
11.07.2000;4,2644;4,0697;2,5229;0,2958;10,0885;0,1144;0,5453;0,2601;0,6845;0,6204;1,2086;2,4459;1,8467;5,1675;3,9879;2,8859;10,0885;0,4980;2,0300;2,0808;2,6216;0,4820;1,5633;6,4527;0,2102;5,6850;133/A/NBP/2000
12.07.2000;4,2833;4,0665;2,5294;0,2955;10,0806;0,1147;0,5449;0,2599;0,6839;0,6199;1,2077;2,4440;1,8453;5,1634;3,9848;2,8937;10,0806;0,4982;2,0284;2,0792;2,6194;0,4845;1,5630;6,4784;0,2100;5,6840;134/A/NBP/2000
13.07.2000;4,3257;4,0550;2,5530;0,2947;10,0521;0,1138;0,5435;0,2592;0,6820;0,6182;1,2042;2,4371;1,8401;5,1488;4,0089;2,9186;10,0521;0,4979;2,0226;2,0733;2,6080;0,4855;1,5584;6,5041;0,2094;5,6672;135/A/NBP/2000
14.07.2000;4,3345;4,0600;2,5375;0,2951;10,0645;0,1145;0,5443;0,2595;0,6828;0,6189;1,2060;2,4401;1,8423;5,1551;4,0136;2,9249;10,0645;0,4978;2,0251;2,0758;2,6214;0,4856;1,5606;6,5106;0,2097;5,7437;136/A/NBP/2000
17.07.2000;4,3333;4,0727;2,5413;0,2960;10,0960;0,1148;0,5460;0,2603;0,6850;0,6209;1,2098;2,4477;1,8481;5,1713;4,0058;2,9201;10,0960;0,4994;2,0315;2,0823;2,6303;0,4876;1,5658;6,4893;0,2103;5,7539;137/A/NBP/2000
18.07.2000;4,3053;4,0309;2,5174;0,2929;9,9923;0,1131;0,5407;0,2576;0,6779;0,6145;1,1975;2,4226;1,8291;5,1182;3,9916;2,9088;9,9923;0,4922;2,0106;2,0610;2,6020;0,4806;1,5493;6,4376;0,2082;5,6937;138/A/NBP/2000
19.07.2000;4,3404;4,0050;2,5260;0,2911;9,9281;0,1124;0,5373;0,2560;0,6736;0,6106;1,1901;2,4071;1,8174;5,0853;4,0189;2,9413;9,9281;0,4899;1,9977;2,0477;2,5896;0,4765;1,5391;6,4990;0,2068;5,6555;139/A/NBP/2000
20.07.2000;4,3578;4,0172;2,5169;0,2919;9,9584;0,1125;0,5389;0,2567;0,6756;0,6124;1,1930;2,4144;1,8229;5,1008;4,0303;2,9501;9,9584;0,4909;2,0038;2,0540;2,5942;0,4785;1,5436;6,5167;0,2075;5,7308;140/A/NBP/2000
21.07.2000;4,3048;4,0255;2,5297;0,2925;9,9790;0,1128;0,5400;0,2573;0,6770;0,6137;1,1948;2,4194;1,8267;5,1113;3,9682;2,9220;9,9790;0,4914;2,0079;2,0582;2,5952;0,4789;1,5467;6,5275;0,2079;5,7405;141/A/NBP/2000
24.07.2000;4,2952;4,0135;2,5247;0,2917;9,9492;0,1127;0,5383;0,2565;0,6750;0,6119;1,1911;2,4122;1,8212;5,0961;3,9501;2,9208;9,9492;0,4895;2,0019;2,0521;2,5809;0,4764;1,5418;6,5244;0,2073;5,6609;142/A/NBP/2000
25.07.2000;4,3096;4,0410;2,5150;0,2937;10,0174;0,1134;0,5421;0,2583;0,6796;0,6160;1,1981;2,4287;1,8337;5,1310;3,9525;2,9382;10,0174;0,4949;2,0156;2,0661;2,6010;0,4827;1,5526;6,5320;0,2087;5,7166;143/A/NBP/2000
26.07.2000;4,2922;4,0439;2,5363;0,2939;10,0246;0,1134;0,5425;0,2585;0,6801;0,6165;1,1991;2,4304;1,8350;5,1347;3,9328;2,9226;10,0246;0,4937;2,0171;2,0676;2,6050;0,4815;1,5535;6,5161;0,2089;5,6826;144/A/NBP/2000
27.07.2000;4,2971;4,0403;2,5398;0,2936;10,0156;0,1132;0,5419;0,2582;0,6795;0,6159;1,1982;2,4283;1,8334;5,1301;3,9477;2,9313;10,0156;0,4930;2,0153;2,0658;2,6002;0,4801;1,5513;6,5140;0,2087;5,6874;145/A/NBP/2000
28.07.2000;4,3327;4,0230;2,5535;0,2924;9,9728;0,1131;0,5396;0,2571;0,6766;0,6133;1,1927;2,4179;1,8256;5,1082;3,9700;2,9397;9,9728;0,4908;2,0067;2,0569;2,5967;0,4751;1,5447;6,5484;0,2078;5,6621;146/A/NBP/2000
31.07.2000;4,3388;4,0108;2,5138;0,2915;9,9425;0,1132;0,5379;0,2563;0,6746;0,6114;1,1890;2,4105;1,8200;5,0927;3,9666;2,9333;9,9425;0,4893;2,0006;2,0507;2,5907;0,4722;1,5399;6,5042;0,2071;5,6916;147/A/NBP/2000
1.08.2000;4,3524;4,0291;2,5187;0,2928;9,9879;0,1137;0,5403;0,2575;0,6776;0,6142;1,1944;2,4215;1,8283;5,1159;3,9680;2,9268;9,9879;0,4918;2,0097;2,0600;2,6052;0,4748;1,5467;6,5212;0,2081;5,7250;148/A/NBP/2000
2.08.2000;4,3738;4,0130;2,5452;0,2916;9,9480;0,1134;0,5382;0,2565;0,6749;0,6118;1,1904;2,4119;1,8210;5,0955;4,0218;2,9488;9,9480;0,4909;2,0017;2,0518;2,5995;0,4737;1,5406;6,5310;0,2073;5,6887;149/A/NBP/2000
3.08.2000;4,3773;3,9889;2,5611;0,2899;9,8882;0,1128;0,5349;0,2549;0,6709;0,6081;1,1833;2,3974;1,8101;5,0649;4,0353;2,9593;9,8882;0,4877;1,9897;2,0395;2,5844;0,4715;1,5310;6,5424;0,2060;5,7083;150/A/NBP/2000
4.08.2000;4,4051;3,9831;2,5707;0,2895;9,8738;0,1127;0,5342;0,2546;0,6699;0,6072;1,1820;2,3939;1,8075;5,0575;4,0621;2,9654;9,8738;0,4908;1,9868;2,0365;2,5771;0,4747;1,5286;6,5717;0,2057;5,7661;151/A/NBP/2000
7.08.2000;4,3978;3,9880;2,5704;0,2898;9,8860;0,1129;0,5348;0,2549;0,6707;0,6080;1,1831;2,3968;1,8097;5,0637;4,0381;2,9422;9,8860;0,4927;1,9892;2,0390;2,5768;0,4758;1,5303;6,6224;0,2060;5,7727;152/A/NBP/2000
8.08.2000;4,3780;3,9612;2,5711;0,2879;9,8196;0,1121;0,5310;0,2532;0,6662;0,6039;1,1755;2,3807;1,7975;5,0297;4,0332;2,9469;9,8196;0,4877;1,9758;2,0253;2,5644;0,4731;1,5199;6,6070;0,2046;5,7123;153/A/NBP/2000
9.08.2000;4,3673;3,9155;2,5392;0,2846;9,7063;0,1109;0,5250;0,2502;0,6585;0,5969;1,1617;2,3533;1,7768;4,9717;4,0376;2,9367;9,7063;0,4847;1,9530;2,0020;2,5332;0,4707;1,5021;6,5586;0,2022;5,6655;154/A/NBP/2000
10.08.2000;4,3603;3,9421;2,5239;0,2865;9,7722;0,1118;0,5286;0,2519;0,6630;0,6010;1,1694;2,3692;1,7888;5,0054;4,0492;2,9398;9,7722;0,4866;1,9663;2,0156;2,5514;0,4730;1,5118;6,5391;0,2036;5,7430;155/A/NBP/2000
11.08.2000;4,3308;3,9429;2,5217;0,2865;9,7742;0,1118;0,5286;0,2520;0,6631;0,6011;1,1693;2,3697;1,7892;5,0065;3,9817;2,9192;9,7742;0,4856;1,9667;2,0160;2,5412;0,4715;1,5117;6,4946;0,2036;5,7150;156/A/NBP/2000
14.08.2000;4,3558;3,9334;2,5222;0,2859;9,7506;0,1115;0,5273;0,2514;0,6616;0,5996;1,1669;2,3640;1,7849;4,9944;4,0039;2,9338;9,7506;0,4872;1,9620;2,0111;2,5322;0,4720;1,5079;6,5546;0,2031;5,6501;157/A/NBP/2000
16.08.2000;4,3423;3,9467;2,5526;0,2868;9,7836;0,1114;0,5291;0,2522;0,6638;0,6017;1,1710;2,3720;1,7909;5,0113;3,9844;2,9306;9,7836;0,4873;1,9686;2,0179;2,5275;0,4708;1,5131;6,5310;0,2038;5,7165;158/A/NBP/2000
17.08.2000;4,3183;3,9442;2,5483;0,2866;9,7774;0,1114;0,5288;0,2521;0,6634;0,6013;1,1698;2,3705;1,7898;5,0081;3,9770;2,9240;9,7774;0,4870;1,9674;2,0166;2,5240;0,4682;1,5117;6,4707;0,2037;5,6940;159/A/NBP/2000
18.08.2000;4,3139;3,9498;2,5577;0,2870;9,7913;0,1115;0,5297;0,2524;0,6643;0,6021;1,1709;2,3739;1,7923;5,0152;3,9583;2,9256;9,7913;0,4889;1,9702;2,0195;2,5242;0,4692;1,5137;6,4544;0,2040;5,6673;160/A/NBP/2000
21.08.2000;4,3279;3,9119;2,5543;0,2843;9,6973;0,1103;0,5246;0,2500;0,6579;0,5964;1,1597;2,3511;1,7751;4,9671;4,0075;2,9329;9,6973;0,4855;1,9512;2,0001;2,5087;0,4648;1,4990;6,4521;0,2020;5,6157;161/A/NBP/2000
22.08.2000;4,3302;3,8878;2,5457;0,2825;9,6376;0,1097;0,5213;0,2485;0,6539;0,5927;1,1521;2,3366;1,7642;4,9365;3,9910;2,9281;9,6376;0,4827;1,9392;1,9878;2,4899;0,4638;1,4896;6,4261;0,2008;5,6345;162/A/NBP/2000
23.08.2000;4,3413;3,8806;2,4807;0,2820;9,6198;0,1096;0,5204;0,2480;0,6527;0,5916;1,1507;2,3323;1,7609;4,9273;4,0404;2,9301;9,6198;0,4813;1,9356;1,9841;2,4944;0,4637;1,4867;6,4201;0,2004;5,6447;163/A/NBP/2000
24.08.2000;4,3492;3,9204;2,4901;0,2849;9,7184;0,1109;0,5257;0,2506;0,6594;0,5977;1,1616;2,3562;1,7790;4,9779;4,0590;2,9275;9,7184;0,4839;1,9555;2,0045;2,5268;0,4686;1,5014;6,4332;0,2025;5,7392;164/A/NBP/2000
25.08.2000;4,3833;3,9597;2,5122;0,2878;9,8158;0,1120;0,5309;0,2531;0,6660;0,6037;1,1732;2,3798;1,7968;5,0278;4,0944;2,9537;9,8158;0,4889;1,9751;2,0246;2,5627;0,4723;1,5163;6,4791;0,2045;5,7967;165/A/NBP/2000
28.08.2000;4,3821;3,9562;2,5133;0,2875;9,8072;0,1120;0,5306;0,2528;0,6654;0,6031;1,1721;2,3777;1,7952;5,0233;4,1225;2,9517;9,8072;0,4892;1,9733;2,0228;2,5621;0,4700;1,5146;6,4454;0,2043;5,7377;166/A/NBP/2000
